Title,Organization,short summary,Skills,Completion Time,Instructor,Ratings,Cost,Level,Link
Introducción a la programación en C: Tipos de datos y estructuras,Universidad Autónoma de Madrid,check out the website in given url for more information,Computer Science,4 Weeks,Germán Montoro Manrique-Alejandro Sierra Urrecho,4.522,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/introduccion-a-la-programacion-en-c-tipos-de-datos
Visualización de Datos y Storytelling,Tecnológico de Monterrey,"Digamos que necesitas comprender big data; miles o incluso millones of filas de datos. los datos pueden provenir de tu equipo, en cuyo caso tal vez ya estes familiarizado with lo que estas midiendo. En this curso online conoceras una parte importante of la ciencia of datos o Data Science; la visualización of losDatos and las herramientas that puedes usar.","Spreadsheets, Business Intelligence, Data Visualization, Presentations, Data Science, Experimentation, Data Analysis, Big Data",4 Weeks,Jesús Aguilar,4.4,FREE-Add a Verified Certificate for Rs. 4091.5,Intermediate,https://www.edx.org/course/visualizacion-de-datos-y-storytelling
Negociación exitosa: Estrategias y habilidades esenciales (en español),The University of Michigan,check out the website in given url for more information,"Planning, Spanish Language, Planning Tools, Mobile Application Development, Negotiation, Negotiation Strategies",7 Weeks,George Siedel,4.6,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/negociacion-exitosa-estrategias-y-habilidades-esenciales-en-espanol
"Feeding a Hungry Planet: Agriculture, Nutrition and Sustainability",SDG Academy,"Learn about food security worldwide, the effects of malnutrition, how we manage ecosystems that provide food resources and more. You’ll emerge from this course with a clear answer to the question: What can I do to make food consumption and production more sustainable? This course is for:","International Aid Transparency Initiative, Food Security, Agriculture, Economics, Ecosystem Science, Malnutrition, Social Entrepreneurship",7 Weeks,Achim Dobermann-Ken Giller-Jessica Fanzo-Upmanu Lall,4.6,FREE-Add a Verified Certificate for Rs. 4091.5,Intermediate,https://www.edx.org/course/feeding-a-hungry-planet-agriculture-nutrition-and
Macroeconomics - The Basics,Doane University,"The successful operation of modern economics depends on the participation of economically literate citizens. Students successfully completing this course will be able to comprehend and use basic economic concepts, interpret major macroeconomic statistics, explain how both monetary and fiscal policy can be used to stabilize the economy, and discuss macroeconomic issues.","Macroeconomics, Statistics, Auditing, Fiscal Policies, Economics",8 Weeks,"Arinna Butler Roxa, MBA",4.2,FREE-Add a Verified Certificate for Rs. 6596.5,Introductory,https://www.edx.org/course/macroeconomics-literacy
Fundamentals of Financial Mathematics and Capital Budgeting,NYIF,check out the website in given url for more information,"Annuities, Finance, Cash Flows, Conceptual Framework, Time Value Of Money, Calculations, Capital Budgeting, Financial Market, Net Present Value, Mathematical Finance, Corporate Finance, Rate Of Return",4 Weeks,Douglas Carroll,4.522,FREE-Add a Verified Certificate for Rs. 8266.5,Introductory,https://www.edx.org/course/fundamental-of-financial-mathematics-and-capital-budgeting
Gestión participativa: motivación y liderazgo organizacional,Universitat Politècnica de Valencia,check out the website in given url for more information,"Leadership, Organizational Leadership, Leadership Studies, Management",8 Weeks,Juan A. Marin-García-Cristina Santandreu Mascarell-Amable Juárez Tárrega,4.522,FREE-Add a Verified Certificate for Rs. 6596.5,Intermediate,https://www.edx.org/course/gestion-participativa-motivacion-y-liderazgo-organ
Herramientas de ciencia de datos: uso práctico,IBM,check out the website in given url for more information,"Python (Programming Language), Cloud Hosting, Markdown, RStudio, Watson Studio, Digital Skills, Data Science, Jupyter Notebook, Jupyter",7 Weeks,Romeo Kienzler-Svetlana Levitan-Maureen McElaney,4.522,FREE-Add a Verified Certificate for Rs. 3256.5,Introductory,https://www.edx.org/course/herramientas-de-ciencia-de-datos-uso-practico
Bienestar para el desarrollo personal y profesional,Universidades Anáhuac,"El bienestar se ha convertido en una tendencia global que busca el equilibrio y balance en la vida de cada persona. Sin embargo, hasta ahorita comienza a ser parte de Latino América. Con este curso, podrás ser parte del cambio.“El bienestar es el gran reto de este siglo, y Penguin Random House México apuesta por la propuesta práctica e inteligente de Barriguete en “Los Pilares del Bienestar”. Su contenido esta pensado para todo terreno, todas las audiencias, que encuentren las respuestas en sus páginas, y ahora en especial incluye a los estudiantes en línea del ""MOOC BIENESTAR edX” , enhorabuena"".Andrés Ramírez, Director editorial de Penguin Random House México.La OMS definió la salud en 1946 como: “un estado de completo bienestar físico, mental y social, y no solamente la ausencia de afecciones o enfermedades”. Partiendo de esto, ¿qué es bienestar? En este curso podrás entender lo que es el bienestar y, con esto, tener las herramientas para estar bien en el ámbito físico, mental, emocional y social.El pensar y trabajar en el bienestar parte de un enfoque sobre el equilibrio y la búsqueda de un balance en la vida. Estar bien significa tener salud, disfrutar la vida y saber equilibrarse. Para esto, identificaremos los espacios y conductas de riesgo, así como los momentos críticos de la vida, donde surgen cambios que nos ponen vulnerables y nos sacan del equilibrio.Estudios evidencian que a mayor bienestar mental y satisfacción con la vida, mejor desempeño personal y profesional. Asimismo, el bienestar emocional se asocia con temas como resiliencia, autoestima, motivación, confianza en uno mismo y con el potencial que se tiene para lograr un objetivo o fin. (Clark,C., 2018).Este curso aporta una visión integral a la solución de los principales problemas físicos y emocionales, a partir de “estar bien”. A partir del contenido podrás compartirla con otros, construyendo un camino hacia una red social y guiando hacia un entorno de bienestar.También aprenderás a identificar y desarrollar un estado personal de Bienestar, que podrás compartir con familia, a través de conocer e identificar las conductas o ambientes de riesgo. Para finalmente lograr crear un Centro de Bienestar, en tu centro educativo o laboral.• Aprenderás a conocer los canales para poder lograr el bienestar. • Identificarás las acciones fundamentales de salud y equilibrio para ejecutarlas en un ambiente de bienestar. • Reconocerás los momentos críticos y de posible cambio en tu vida como espacios de oportunidad para lograr un balance. • Identificarás las conductas de salud y riesgo para poder adaptarlas en tu vida. • Aprenderás a desarrollar una red de apoyo enfocada en conquistar el bienestar en tu vida, dentro de tu familia, en la escuela, en el trabajo y en la comunidad..Semana 1. Historia del Hambre, del Hombre y del Bienestar Semana 2. Ambiente y Conductas Obesogénicas. Riesgo para el bienestar Semana 3. La conducta alimentaria como buscadora del equilibrio físico y emocional Semana 4. Los 5 principales factores de protección Semana 5. Curso de vida. Momentos críticos y de cambio","All Terrain Vehicles, Resilience",5 Weeks,J. Armando Barriguete Meléndez-Adriana Viladoms Portugal,4.522,FREE-Add a Verified Certificate for Rs. 2421.5,Intermediate,https://www.edx.org/course/para-entender-el-bienestar-y-estar-bien
Energía eléctrica: conceptos y principios básicos,Tecnológico de Monterrey,"Este curso de electricidad presenta conceptos básicos como voltaje, corriente and resistencia. Te permitirán comprender cómo se mide la potencia y el consumo de energía. Te ayudará a diferenciar los componentes y parámetros que hay en un circuito eléctrico.","Energy Consumption, Voltage, Alternating Current, Direct Current, Electrical Networks, Electricity",7 Weeks,Manuel Macías García-Rodolfo Anaya Zamora-Cornelio Contreras Hinojosa,4.522,FREE-Add a Verified Certificate for Rs. 4091.5,Intermediate,https://www.edx.org/course/energia-electrica-conceptos-y-principios-basicos
Market Segmentation Analysis,The University of Queensland,This course guides you through the entire process of market segmentation analysis. It offers a ten-step process that makes customer segmentation efficient and organised. The concepts and skills you will gain in this course are relevant in a wide range of contexts in both the for- and not-for-profit sectors.,"Segmentation Analysis, Exploratory Data Analysis, Hierarchical Clustering, Computational Statistics, Mixture Model, Market Segmentation",5 Weeks,Sara Dolnicar-Bettina Grün-Friedrich Leisch,4.522,FREE-Add a Verified Certificate for Rs. 8266.5,Intermediate,https://www.edx.org/course/market-segmentation-analysis
Pensamento crítico: tomada de decisões fundamentadas,Tecnológico de Monterrey,"O pensamento crítico ajuda na tomada of decisões em uma empresa, na seleção da melhor ação para a organização. Neste curso on-line, o aluno aprenderá a conhecer suas tendências, aproximaçåes e suposiçâes.","Social Issue, Corporate Social Responsibility, Operating Systems, Decision Making, Ethical Responsibility, Critical Thinking, Problem Solving, Small-Unmanned Aerial Systems (S-UAS), Light Detection And Ranging (LiDAR)",4 Weeks,Eduardo Pérez Gorostieta,4.522,FREE-Add a Verified Certificate for Rs. 12441.5,Introductory,https://www.edx.org/course/pensamento-critico-tomada-de-decisoes-fundamentadas
AP® English Literature & Composition – Part 2: Poems,"University of California, Berkeley",This course prepares you to read more deeply and write more clearly about works of literature. You will learn about different genres of poetry and the history of some of our greatest poets. There are no prerequisites; you don’t have to take the AP exam to join the course.,"Writing, Vocabulary, Creative Writing",7 Weeks,Maggie Sokolik,4.522,FREE-Add a Verified Certificate for Rs. 4091.5,Introductory,https://www.edx.org/course/ap-english-literature-composition-part-2-poems-2
