Title,Link,Organization,Instructor,Skills,Ratings,Review counts,Cost,Enrolled,Level,Cerification,Completion Time,,Decription
AI Fundamentals for Non-Data Scientists,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,University of Pennsylvania,Kartik Hosanagar," Machine Learning, Machine Learning Algorithms, Artificial Neural Networks, Data Analysis, Deep Learning, Human Learning, Big Data",4.8,310,Free,23686,Mixed,Course,3 - 6 Months,,
Preparation for CompTIA A+ Certification,https://www.coursera.org/specializations/preparation-comptia-certification,IBM,IBM Skills Network Team," Linux, Networking Hardware, Operating Systems",4.6,36,Free,1751,Intermediate,Specialization,3 - 6 Months,,"Describe and troubleshoot laptop, mobile device, video, resolution, networking, storage, motherboard, CPU, BIOS, and power supply issues.,Describe and troubleshoot laptop, mobile device, video, resolution, networking, storage, motherboard, CPU, BIOS, and power supply issues.,Troubleshoot various printer types and settings, and list common features and commands across operating systems.,Troubleshoot various printer types and settings, and list common features and commands across operating systems.,Explain the advantages of using Active Directory, Microsoft Windows security tools, data destruction for mobile device security.,Explain the advantages of using Active Directory, Microsoft Windows security tools, data destruction for mobile device security.,Demonstrate mastery of CompTIA A+ Core 1 and Core 2 domains by completing mock certification exams.,Demonstrate mastery of CompTIA A+ Core 1 and Core 2 domains by completing mock certification exams.,"
Preparing  Data for Analysis with Microsoft Excel,https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel,Microsoft, Microsoft," Data Analysis, Microsoft Excel, Power BI",4.7,1596,Free,115394,Beginner,Course,3 - 6 Months,,"Data Analysis,Microsoft Excel,Preparing Data,power bi,formulas and functions,"
Stanford Introduction to Food and Health,https://www.coursera.org/learn/food-and-health,Stanford University,,,4.7,,Free,0,Beginner,Course,3 - 6 Months,,"Health Informatics,Nutrition,Food Safety,Food Science,"
Foundations of Data Science,https://www.coursera.org/learn/foundations-of-data-science,Google,Google Career Certificates," Communication, Data Analysis, Planning, Project Management",4.7,1710,Free,117294,Advanced,Course,3 - 6 Months,,"Understand common careers and industries that use advanced data analytics,Understand common careers and industries that use advanced data analytics,Investigate the impact data analysis can have on decision-making,Investigate the impact data analysis can have on decision-making,Explain how data professionals preserve data privacy and ethics ,Explain how data professionals preserve data privacy and ethics ,Develop a project plan considering roles and responsibilities of team members,Develop a project plan considering roles and responsibilities of team members,"
Global Procurement and Sourcing,https://www.coursera.org/specializations/procurement-sourcing,Rutgers the State University of New Jersey,Don Klock ," Procurement, Customer Relationship Management, Leadership and Management, Negotiation, Supplier Relationship Management",4.7,1593,Free,26853,Beginner,Specialization,3 - 6 Months,,"Why Procurement is important to the firm and it works within the firm,Why Procurement is important to the firm and it works within the firm,How to select and evaluate suppliers,How to select and evaluate suppliers,Learn how to analyze supply markets,Learn how to analyze supply markets,Iimprove your negotiation skills and thereby improve your outcomes,Iimprove your negotiation skills and thereby improve your outcomes,"
Artificial Intelligence in Marketing,https://www.coursera.org/learn/uva-darden-artificial-intelligence-marketing,University of Virginia,," Digital Marketing, Marketing, Algorithms, Customer Relationship Management, Market Analysis, Strategy, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Marketing Management",4.5,,Free,0,Beginner,Course,3 - 6 Months,,"How to use data-driven AI to improve customer engagement,How to use data-driven AI to improve customer engagement,How to develop networked business models and leverage network effects,How to develop networked business models and leverage network effects,How to build a sustainable competitive advantage from data gathered on digital platforms,How to build a sustainable competitive advantage from data gathered on digital platforms,How to use algorithms, networks, and data to create AI Relationship Moments that are personalized to individual customers,How to use algorithms, networks, and data to create AI Relationship Moments that are personalized to individual customers,"
Unilever Supply Chain Data Analyst,https://www.coursera.org/professional-certificates/unilever-supply-chain-data-analyst,Unilever,Unilever Team," Data Analysis, Data Visualization, Leadership and Management, Problem Solving, Risk Management",4.6,26,Free,3290,Beginner,Professional Certificate,3 - 6 Months,,"Data Analysis,Problem Solving,Introduction to SQL,Presentation Layer,Data Visualization,Supply Chain Risk Mitigation,"
System Administration and IT Infrastructure Services,https://www.coursera.org/learn/system-administration-it-infrastructure-services,Google,Google Career Certificates," Cloud Computing, Leadership and Management",4.7,24390,Free,427547,Beginner,Course,3 - 6 Months,,"Directory Service,Lightweight Directory Access Protocol (LDAP),Backup,"
Introduction to Machine Learning in Production,https://www.coursera.org/learn/introduction-to-machine-learning-in-production,DeepLearning.AI,Andrew Ng," Machine Learning, Applied Machine Learning, Leadership and Management",4.8,2814,Free,106537,Advanced,Course,3 - 6 Months,,"Identify the key components of the ML lifecycle and pipeline and compare the ML modeling iterative cycle with the ML product deployment cycle.,Identify the key components of the ML lifecycle and pipeline and compare the ML modeling iterative cycle with the ML product deployment cycle.,,,Understand how performance on a small set of disproportionately important examples may be more crucial than performance on the majority of examples.,Understand how performance on a small set of disproportionately important examples may be more crucial than performance on the majority of examples.,,,Solve problems for structured, unstructured, small, and big data. Understand why label consistency is essential and how you can improve it.,Solve problems for structured, unstructured, small, and big data. Understand why label consistency is essential and how you can improve it.,,,"
